0.6	0.8	0.697	0.032528	0.00028608	0.0026109
0.8	1	0.894	0.027417	0.00025884	0.0018319
1	1.2	1.09	0.022881	0.00014012	0.0011769
1.2	1.4	1.31	0.018703	0.00011562	0.00095988
1.4	1.6	1.5	0.014893	9.5732e-05	0.00075821
1.6	1.8	1.7	0.01133	7.8268e-05	0.00057234
1.8	2	1.9	0.0080489	6.2399e-05	0.00040691
2	2.4	2.19	0.0045075	3.0906e-05	0.00022959
2.4	2.8	2.59	0.0017418	1.7661e-05	8.7868e-05
2.8	3.2	2.99	0.00058857	9.6739e-06	2.9641e-05
3.2	4	3.56	0.00010199	2.6017e-06	1.2943e-05
4	4.8	4.36	6.9297e-06	6.0841e-07	1.3e-06
