0.6	0.8	0.697	0.0037453	1.915e-05	0.00043081
0.8	1	0.894	0.0028	1.7947e-05	0.00022184
1	1.2	1.09	0.0023519	9.6838e-06	0.00014081
1.2	1.4	1.31	0.0018893	7.9168e-06	0.00010705
1.4	1.6	1.5	0.0015052	6.5718e-06	8.3282e-05
1.6	1.8	1.7	0.0011952	5.5065e-06	6.2809e-05
1.8	2	1.9	0.00089988	4.5045e-06	4.8375e-05
2	2.4	2.2	0.00055941	2.337e-06	2.9924e-05
2.4	2.8	2.59	0.0002679	1.4862e-06	1.3615e-05
2.8	3.2	2.99	0.0001182	9.2074e-07	5.999e-06
3.2	4	3.56	3.0627e-05	3.0283e-07	1.5552e-06
4	4.8	4.36	3.8013e-06	9.6756e-08	2.1328e-07
