0.6	0.8	0.697	0.020271	0.00015555	0.0017233
0.8	1	0.894	0.0179	0.00015902	0.0009661
1	1.2	1.09	0.01521	8.4699e-05	0.00078276
1.2	1.4	1.31	0.012519	7.0101e-05	0.00064398
1.4	1.6	1.5	0.0099299	5.7889e-05	0.00050709
1.6	1.8	1.7	0.0076758	4.7593e-05	0.0003902
1.8	2	1.9	0.0055685	3.8284e-05	0.00028458
2	2.4	2.19	0.0031222	1.8884e-05	0.00016043
2.4	2.8	2.59	0.0012865	1.1195e-05	6.5349e-05
2.8	3.2	2.99	0.00046022	6.2588e-06	2.3383e-05
3.2	4	3.56	8.7669e-05	1.7713e-06	4.4281e-06
4	4.8	4.36	7.9384e-06	4.9147e-07	5.704e-07
