0.6	0.8	0.693	0.0067271	3.7739e-05	0.00063684
0.8	1	0.89	0.0050835	3.06e-05	0.00037347
1	1.2	1.11	0.0041484	1.7983e-05	0.00021282
1.2	1.4	1.3	0.003227	1.4353e-05	0.00016447
1.4	1.6	1.5	0.002432	1.1526e-05	0.00012333
1.6	1.8	1.7	0.0017592	9.1585e-06	8.8825e-05
1.8	2	1.9	0.0012253	7.2265e-06	6.1839e-05
2	2.4	2.19	0.00065855	3.4736e-06	3.3384e-05
2.4	2.8	2.59	0.00025542	1.9836e-06	1.2849e-05
2.8	3.2	2.99	8.9247e-05	1.092e-06	4.4907e-06
3.2	4	3.56	1.7925e-05	3.1616e-07	1.9267e-06
4	4.8	4.36	1.3248e-06	7.7689e-08	2.7559e-07
