0.6	0.8	0.696	0.059047	0.00047136	0.0044404
0.8	1	0.89	0.043933	0.00035224	0.0024303
1	1.2	1.11	0.036318	0.00021163	0.0019307
1.2	1.4	1.3	0.029215	0.0001717	0.0015017
1.4	1.6	1.5	0.022851	0.00014041	0.0011561
1.6	1.8	1.7	0.016924	0.00011289	0.00085365
1.8	2	1.9	0.011505	8.7842e-05	0.00066816
2	2.4	2.19	0.0062821	4.274e-05	0.00033316
2.4	2.8	2.59	0.0023017	2.3747e-05	0.00013279
2.8	3.2	2.99	0.00076246	1.2721e-05	3.9762e-05
3.2	4	3.56	0.00013575	3.492e-06	7.1557e-06
4	4.8	4.36	1.057e-05	8.898e-07	8.0983e-07
