0.6	0.8	0.698	0.0087826	5.0353e-05	0.001056
0.8	1	0.897	0.0062979	4.9995e-05	0.00058424
1	1.2	1.09	0.0048044	2.2549e-05	0.00030389
1.2	1.4	1.29	0.0039593	1.8407e-05	0.00022728
1.4	1.6	1.51	0.0033901	1.5767e-05	0.00018431
1.6	1.8	1.7	0.0028792	1.3633e-05	0.00015335
1.8	2	1.9	0.0023505	1.1687e-05	0.00012669
2	2.4	2.2	0.0015935	6.304e-06	8.4048e-05
2.4	2.8	2.6	0.00084843	4.2242e-06	4.4399e-05
2.8	3.2	2.99	0.0003986	2.7026e-06	2.0482e-05
3.2	4	3.56	0.00011136	9.2233e-07	5.6834e-06
4	4.8	4.36	1.3512e-05	2.9079e-07	7.9957e-07
