0.6	0.8	0.694	0.014079	0.00012479	0.00080381
0.8	1	0.89	0.011401	0.00010264	0.00064356
1	1.2	1.11	0.0085296	5.6908e-05	0.00043404
1.2	1.4	1.3	0.0065645	4.58e-05	0.00033238
1.4	1.6	1.5	0.00477	3.6241e-05	0.00024065
1.6	1.8	1.7	0.0033314	2.857e-05	0.00016756
1.8	2	1.9	0.0022277	2.2145e-05	0.00011273
2	2.4	2.19	0.0011713	1.0647e-05	5.9991e-05
2.4	2.8	2.59	0.00039885	5.7309e-06	2.0289e-05
2.8	3.2	2.98	0.00013603	3.1258e-06	7.1068e-06
3.2	4	3.56	2.5456e-05	8.7617e-07	2.9052e-06
4	4.8	4.36	1.3361e-06	1.7827e-07	2.1e-07
