0.6	0.8	0.696	0.049744	0.00052829	0.0033981
0.8	1	0.89	0.045295	0.00046072	0.0023355
1	1.2	1.11	0.036987	0.00027887	0.0018784
1.2	1.4	1.3	0.029127	0.00022515	0.0014773
1.4	1.6	1.5	0.021723	0.00018011	0.0010983
1.6	1.8	1.7	0.015911	0.0001445	0.00080505
1.8	2	1.9	0.010539	0.00011092	0.00053477
2	2.4	2.19	0.0056413	5.317e-05	0.00028438
2.4	2.8	2.59	0.0019857	2.9252e-05	0.00010026
2.8	3.2	2.98	0.00061779	1.522e-05	3.2178e-05
3.2	4	3.56	0.0001016	3.9314e-06	5.7209e-06
4	4.8	4.36	6.7656e-06	9.5471e-07	6.3545e-07
