0.6	0.8	0.696	0.016108	0.00014791	0.0012884
0.8	1	0.891	0.013775	0.00012835	0.0010494
1	1.2	1.11	0.010709	6.8638e-05	0.00055281
1.2	1.4	1.3	0.0085652	5.5928e-05	0.00043803
1.4	1.6	1.5	0.0067364	4.6127e-05	0.00034236
1.6	1.8	1.7	0.0049409	3.6921e-05	0.00025
1.8	2	1.9	0.0035258	2.9773e-05	0.00018044
2	2.4	2.19	0.0019348	1.4469e-05	0.00010094
2.4	2.8	2.59	0.00076687	8.3719e-06	3.8894e-05
2.8	3.2	2.99	0.00027119	4.6346e-06	1.376e-05
3.2	4	3.56	5.2917e-05	1.3351e-06	2.6911e-06
4	4.8	4.36	4.2797e-06	3.4054e-07	2.9136e-07
