0.6	0.8	0.698	0.011658	0.00011687	0.0014808
0.8	1	0.896	0.0095963	0.00011407	0.00069849
1	1.2	1.09	0.0072161	5.7365e-05	0.00041561
1.2	1.4	1.31	0.006022	4.7427e-05	0.00031541
1.4	1.6	1.5	0.0049334	3.9189e-05	0.00025175
1.6	1.8	1.7	0.0041577	3.3738e-05	0.00021341
1.8	2	1.9	0.0029526	2.6723e-05	0.00015185
2	2.4	2.2	0.0018419	1.3836e-05	9.4529e-05
2.4	2.8	2.59	0.0008228	8.4666e-06	4.188e-05
2.8	3.2	2.99	0.00032728	4.9654e-06	1.6662e-05
3.2	4	3.56	7.5014e-05	1.5364e-06	3.8319e-06
4	4.8	4.36	5.3445e-06	3.7279e-07	7.7761e-07
