0.6	0.8	0.693	0.0093196	6.861e-05	0.00069396
0.8	1	0.89	0.0075989	6.0563e-05	0.0004857
1	1.2	1.11	0.0060174	3.5429e-05	0.00030829
1.2	1.4	1.3	0.0046045	2.8226e-05	0.00023531
1.4	1.6	1.5	0.0034339	2.266e-05	0.00017478
1.6	1.8	1.7	0.0024214	1.7879e-05	0.00012257
1.8	2	1.9	0.001678	1.394e-05	8.6423e-05
2	2.4	2.19	0.00086915	6.6642e-06	4.6071e-05
2.4	2.8	2.59	0.00031775	3.7211e-06	1.6074e-05
2.8	3.2	2.99	0.00010845	2.0241e-06	5.4563e-06
3.2	4	3.56	2.1357e-05	5.8061e-07	1.0794e-06
4	4.8	4.36	1.6607e-06	1.492e-07	1.2772e-07
