0.6	0.8	0.696	0.025277	0.00025695	0.0016094
0.8	1	0.89	0.02031	0.00020698	0.0013373
1	1.2	1.11	0.015926	0.00011327	0.00081734
1.2	1.4	1.3	0.012692	9.2056e-05	0.00064733
1.4	1.6	1.5	0.0099287	7.5924e-05	0.00050152
1.6	1.8	1.7	0.0072234	6.0883e-05	0.000366
1.8	2	1.9	0.00491	4.7385e-05	0.00024937
2	2.4	2.19	0.0026665	2.3154e-05	0.00013679
2.4	2.8	2.59	0.0010005	1.3067e-05	5.0567e-05
2.8	3.2	2.99	0.00033058	7.0269e-06	1.6764e-05
3.2	4	3.56	6.1936e-05	1.9765e-06	1.1081e-05
4	4.8	4.36	3.0475e-06	3.8856e-07	6.1968e-07
