0.6	0.8	0.698	0.0061058	3.6402e-05	0.00078262
0.8	1	0.897	0.0044495	3.7456e-05	0.00041723
1	1.2	1.09	0.0036914	1.7787e-05	0.00023912
1.2	1.4	1.31	0.0030113	1.4516e-05	0.00016939
1.4	1.6	1.5	0.0025242	1.2335e-05	0.00013783
1.6	1.8	1.7	0.002085	1.0555e-05	0.00011131
1.8	2	1.9	0.0016658	8.9312e-06	8.838e-05
2	2.4	2.2	0.0011077	4.7748e-06	5.7815e-05
2.4	2.8	2.59	0.00056621	3.1382e-06	2.9211e-05
2.8	3.2	2.99	0.00026433	2.0007e-06	1.3475e-05
3.2	4	3.56	7.1255e-05	6.721e-07	3.6554e-06
4	4.8	4.36	8.9342e-06	2.1564e-07	4.829e-07
