0.6	0.8	0.694	0.020358	0.00015522	0.0033126
0.8	1	0.89	0.016836	0.00012896	0.0010415
1	1.2	1.11	0.013929	8.3334e-05	0.00072507
1.2	1.4	1.3	0.010476	6.584e-05	0.00053032
1.4	1.6	1.5	0.0074766	5.1409e-05	0.00037709
1.6	1.8	1.7	0.0050621	3.945e-05	0.00025508
1.8	2	1.9	0.003315	3.0301e-05	0.00016725
2	2.4	2.19	0.0016105	1.3837e-05	8.1469e-05
2.4	2.8	2.59	0.00055412	7.4115e-06	2.7871e-05
2.8	3.2	2.98	0.0001741	3.8853e-06	8.7734e-06
3.2	4	3.56	2.9923e-05	1.0447e-06	1.5169e-06
4	4.8	4.36	1.7387e-06	2.2661e-07	1.2203e-07
