0.6	0.8	0.695	0.038926	0.00035247	0.008412
0.8	1	0.89	0.031296	0.00027304	0.0018361
1	1.2	1.11	0.025542	0.0001659	0.0013454
1.2	1.4	1.3	0.019791	0.00013181	0.00099817
1.4	1.6	1.5	0.015045	0.00010612	0.00075774
1.6	1.8	1.7	0.010774	8.4176e-05	0.00054218
1.8	2	1.9	0.0072298	6.5101e-05	0.00036594
2	2.4	2.19	0.0038016	3.1057e-05	0.00019341
2.4	2.8	2.59	0.0013668	1.7125e-05	6.8987e-05
2.8	3.2	2.99	0.00044217	9.0781e-06	2.2482e-05
3.2	4	3.56	8.2456e-05	2.5569e-06	4.163e-06
4	4.8	4.36	5.5051e-06	6.0578e-07	3.556e-07
