0.6	0.8	0.692	0.032975	0.00029568	0.0018448
0.8	1	0.89	0.025141	0.00023787	0.0013987
1	1.2	1.11	0.019763	0.00014194	0.0010332
1.2	1.4	1.3	0.014938	0.00011178	0.00076792
1.4	1.6	1.5	0.010563	8.7399e-05	0.00054237
1.6	1.8	1.7	0.0072825	6.8356e-05	0.00036921
1.8	2	1.9	0.0046984	5.1392e-05	0.00023706
2	2.4	2.19	0.0023771	2.4175e-05	0.00011957
2.4	2.8	2.59	0.00080663	1.3038e-05	4.0826e-05
2.8	3.2	2.98	0.00022927	6.47e-06	1.1716e-05
3.2	4	3.56	3.9475e-05	1.737e-06	2.56e-06
4	4.8	4.36	2.8658e-06	4.3687e-07	2.3812e-07
