0.6	0.8	0.696	0.12745		0.0016851	0.007508
0.8	1	0.89	0.10435		0.001329	0.00541
1	1.2	1.11	0.085292	0.00079438	0.0043516
1.2	1.4	1.3	0.065851	0.0006354	0.003332
1.4	1.6	1.5	0.050086	0.00051456	0.0025265
1.6	1.8	1.7	0.035098	0.00040332	0.0018248
1.8	2	1.9	0.022904	0.00030444	0.0011517
2	2.4	2.19	0.011892	0.00014522	0.0006009
2.4	2.8	2.59	0.0041797	7.9573e-05	0.00021185
2.8	3.2	2.98	0.0012411	4.0882e-05	6.5742e-05
3.2	4	3.56	0.00018127	9.9892e-06	9.5978e-06
4	4.8	4.36	6.2994e-06	1.6952e-06	8.1985e-07
