0.6	0.8	0.69	0.0028494	2.3439e-05	0.00025338
0.8	1	0.91	0.0020727	1.7984e-05	0.00012326
1	1.2	1.1	0.0015498	1.0798e-05	8.0184e-05
1.2	1.4	1.3	0.0010836	8.2516e-06	5.5106e-05
1.4	1.6	1.5	0.00073995	6.3068e-06	3.7375e-05
1.6	1.8	1.7	0.00048687	4.7714e-06	2.467e-05
1.8	2	1.9	0.00031658	3.6239e-06	1.5988e-05
2	2.4	2.19	0.00015205	1.6489e-06	7.74e-06
2.4	2.8	2.59	5.2728e-05	8.909e-07	2.6564e-06
2.8	3.2	2.98	1.7275e-05	4.7613e-07	9.1274e-07
3.2	4	3.56	2.622e-06	1.202e-07	1.8136e-07
4	4.8	4.36	1.8975e-07	2.9196e-08	2.2919e-08
