0.6	0.8	0.691	0.0022732	2.9792e-05	0.00024696
0.8	1	0.91	0.0016188	2.4673e-05	0.00012428
1	1.2	1.1	0.0012413	1.541e-05	6.499e-05
1.2	1.4	1.3	0.00086961	1.1703e-05	4.3859e-05
1.4	1.6	1.5	0.00061179	9.0701e-06	3.0948e-05
1.6	1.8	1.7	0.00041028	6.9311e-06	2.1211e-05
1.8	2	1.9	0.00027133	5.323e-06	1.3983e-05
2	2.4	2.19	0.0001352	2.4643e-06	7.3354e-06
2.4	2.8	2.59	4.5508e-05	1.2974e-06	2.2935e-06
2.8	3.2	2.98	1.5787e-05	7.1118e-07	8.3267e-07
3.2	4	3.56	3.2211e-06	2.0793e-07	1.6742e-07
4	4.8	4.36	9.6734e-08	3.2811e-08	9.7351e-09
