#0-10%
0.55	0.000333171	6.23472e-06	3.70813e-05
0.65	0.000317694	5.56599e-06	2.99919e-05
0.75	0.000346966	6.19689e-06	4.47721e-05
0.85	0.000373977	6.97912e-06	4.74118e-05
0.95	0.000375917	7.64422e-06	4.8362e-05
1.1	0.00040916	7.14276e-06	6.31796e-05
1.3	0.000491282	1.1924e-05	8.93601e-05
1.5	0.000597267	2.1301e-05	0.000131877
1.8	0.000767715	3.95136e-05	0.000189246
2.2	0.00033518	8.68409e-05	9.4013e-05
#10-20%
0.55	0.000500268	9.79511e-06	6.23131e-05
0.65	0.000439275	8.31096e-06	3.90835e-05
0.75	0.000473699	9.19231e-06	5.84326e-05
0.85	0.000536932	1.09784e-05	6.65168e-05
0.95	0.000514905	1.18084e-05	8.20197e-05
1.1	0.000566326	1.12673e-05	8.18506e-05
1.3	0.000755152	2.19022e-05	0.000125952
1.5	0.000775016	3.53182e-05	0.000169908
1.8	0.00110689	6.73337e-05	0.000283342
#20-40%
0.55	0.000816853	1.29139e-05	8.77175e-05
0.65	0.000797614	1.25617e-05	0.00010659
0.75	0.000798695	1.33833e-05	0.00010287
0.85	0.000906147	1.6325e-05	8.98824e-05
0.95	0.000936257	1.96117e-05	0.000133246
1.1	0.000980893	1.87624e-05	0.00012668
1.3	0.00111766	3.25494e-05	0.000221269
1.5	0.0011418	5.44575e-05	0.000251232
1.8	0.00180381	0.000118612	0.000483555
#40-60%
0.55	0.00162663	3.62104e-05	0.000159414
0.65	0.00150707	3.59133e-05	0.000146807
0.75	0.00168206	4.45327e-05	0.000177288
0.85	0.00171399	5.31228e-05	0.00020316
0.95	0.00179275	6.56952e-05	0.000160246
1.1	0.00192665	6.68018e-05	0.000295622
1.3	0.00218463	0.000131662	0.000441604
1.5	0.00208477	0.000218711	0.000581895
1.8	0.00225741	0.000389934	0.000386564
