proton dca distribution:
dca[cm]	dN/d(dca)[cm^-1]	error
13.160000	0.012286	0.000073
13.240000	0.012360	0.000104
13.320000	0.012213	0.000000
13.400000	0.012286	0.000073
13.480000	0.012213	0.000000
13.560000	0.012360	0.000104
13.640000	0.012579	0.000164
13.720000	0.012360	0.000104
13.800000	0.012653	0.000179
13.880000	0.012286	0.000073
13.960000	0.012360	0.000104
14.040000	0.012433	0.000127
14.120000	0.012213	0.000000
14.200000	0.012433	0.000127
14.280000	0.012360	0.000104
14.360000	0.012360	0.000104
14.440000	0.012360	0.000104
14.520000	0.012360	0.000104
14.600000	0.012213	0.000000
14.680000	0.012360	0.000104
14.760000	0.012579	0.000164
14.840000	0.012433	0.000127
14.920000	0.012506	0.000147
15.000000	0.012286	0.000073
15.080000	0.012286	0.000073
15.160000	0.012213	0.000000
15.240000	0.012213	0.000000
15.320000	0.012213	0.000000
15.400000	0.012433	0.000127
15.480000	0.012286	0.000073
15.560000	0.012213	0.000000
15.640000	0.012213	0.000000
15.720000	0.012726	0.000194
15.800000	0.012433	0.000127
15.880000	0.012286	0.000073
15.960000	0.012433	0.000127
16.040000	0.012433	0.000127
16.120000	0.012213	0.000000
16.200000	0.012360	0.000104
16.280000	0.012433	0.000127
16.360000	0.012433	0.000127
16.440000	0.012433	0.000127
16.520000	0.012433	0.000127
16.600000	0.012360	0.000104
16.680000	0.012213	0.000000
16.760000	0.012213	0.000000
16.840000	0.012433	0.000127
16.920000	0.012433	0.000127
17.000000	0.012286	0.000073
17.080000	0.012360	0.000104
17.160000	0.012213	0.000000
17.240000	0.012506	0.000147
17.320000	0.012286	0.000073
17.400000	0.012433	0.000127
17.480000	0.012360	0.000104
17.560000	0.012433	0.000127
17.640000	0.012433	0.000127
17.720000	0.012213	0.000000
17.800000	0.012360	0.000104
17.880000	0.012286	0.000073
17.960000	0.012286	0.000073
18.040000	0.012286	0.000073
18.120000	0.012213	0.000000
18.200000	0.012286	0.000073
18.280000	0.012360	0.000104
18.360000	0.012360	0.000104
18.440000	0.012360	0.000104
18.520000	0.012286	0.000073
18.600000	0.012286	0.000073
18.680000	0.012286	0.000073
18.760000	0.012213	0.000000
18.840000	0.012286	0.000073
18.920000	0.012360	0.000104
19.000000	0.012286	0.000073
19.080000	0.012213	0.000000
19.160000	0.012213	0.000000
19.240000	0.012213	0.000000
19.320000	0.012213	0.000000
19.400000	0.012286	0.000073
19.480000	0.012213	0.000000
19.560000	0.012286	0.000073
19.640000	0.012286	0.000073
19.720000	0.012286	0.000073
19.800000	0.012213	0.000000
19.880000	0.012213	0.000000
19.960000	0.012286	0.000073
proton background dca distribution fitted:
dca[cm]	dN/d(dca)[cm^-1]	error
0.030000	0.000000	0.000000
0.090000	0.000000	0.000000
0.150000	0.000000	0.000000
0.210000	0.000000	0.000000
0.270000	0.000000	0.000000
0.330000	0.000000	0.000001
0.390000	0.000000	0.000003
0.450000	0.000000	0.000014
0.510000	0.000000	0.000046
0.570000	0.000000	0.000122
0.630000	0.000000	0.000279
0.690000	0.000000	0.000569
0.750000	0.000001	0.001049
0.810000	0.000003	0.001783
0.870000	0.000008	0.002831
0.930000	0.000018	0.004242
0.990000	0.000037	0.006052
1.050000	0.000069	0.008278
1.110000	0.000119	0.010916
1.170000	0.000194	0.013945
1.230000	0.000300	0.017332
1.290000	0.000442	0.021026
1.350000	0.000624	0.024973
1.410000	0.000848	0.029112
1.470000	0.001114	0.033383
1.530000	0.001423	0.037727
1.590000	0.001771	0.042089
1.650000	0.002155	0.046420
1.710000	0.002568	0.050676
1.770000	0.003006	0.054823
1.830000	0.003461	0.058830
1.890000	0.003928	0.062674
1.950000	0.004401	0.066339
2.010000	0.004874	0.069814
2.070000	0.005342	0.073091
2.130000	0.005801	0.076167
2.190000	0.006248	0.079044
2.250000	0.006679	0.081724
2.310000	0.007092	0.084212
2.370000	0.007485	0.086515
2.430000	0.007857	0.088642
2.490000	0.008209	0.090601
2.550000	0.008538	0.092402
2.610000	0.008846	0.094054
2.670000	0.009133	0.095567
2.730000	0.009399	0.096950
2.790000	0.009646	0.098213
2.850000	0.009873	0.099365
2.910000	0.010083	0.100414
2.970000	0.010276	0.101369
3.030000	0.010452	0.102237
3.090000	0.010614	0.103025
3.150000	0.010762	0.103741
3.210000	0.010897	0.104390
3.270000	0.011021	0.104979
3.330000	0.011133	0.105512
3.390000	0.011235	0.105995
3.450000	0.011328	0.106432
3.510000	0.011412	0.106827
3.570000	0.011489	0.107185
3.630000	0.011558	0.107508
3.690000	0.011621	0.107801
3.750000	0.011678	0.108065
3.810000	0.011730	0.108304
3.870000	0.011776	0.108519
3.930000	0.011819	0.108714
3.990000	0.011857	0.108890
4.050000	0.011892	0.109049
4.110000	0.011923	0.109192
4.170000	0.011951	0.109321
4.230000	0.011977	0.109438
4.290000	0.012000	0.109544
4.350000	0.012021	0.109639
4.410000	0.012039	0.109724
4.470000	0.012056	0.109802
4.530000	0.012072	0.109872
4.590000	0.012086	0.109935
4.650000	0.012098	0.109991
4.710000	0.012109	0.110043
4.770000	0.012120	0.110089
4.830000	0.012129	0.110130
4.890000	0.012137	0.110168
4.950000	0.012144	0.110202
5.010000	0.012151	0.110232
5.070000	0.012157	0.110260
5.130000	0.012163	0.110285
5.190000	0.012168	0.110307
5.250000	0.012172	0.110327
5.310000	0.012176	0.110346
5.370000	0.012180	0.110362
5.430000	0.012183	0.110377
5.490000	0.012186	0.110390
5.550000	0.012189	0.110402
5.610000	0.012191	0.110413
5.670000	0.012193	0.110423
5.730000	0.012195	0.110432
5.790000	0.012197	0.110440
5.850000	0.012199	0.110447
5.910000	0.012200	0.110453
5.970000	0.012201	0.110459
