proton dca distribution:
dca[cm]	dN/d(dca)[cm^-1]	error
13.000000	0.095916	0.000394
13.080000	0.095401	0.000333
13.160000	0.095832	0.000384
13.240000	0.095575	0.000354
13.320000	0.095661	0.000365
13.400000	0.095662	0.000365
13.480000	0.095662	0.000365
13.560000	0.095921	0.000394
13.640000	0.095491	0.000344
13.720000	0.095578	0.000354
13.800000	0.095578	0.000354
13.880000	0.096954	0.000494
13.960000	0.096181	0.000421
14.040000	0.095665	0.000365
14.120000	0.095408	0.000333
14.200000	0.095838	0.000384
14.280000	0.096354	0.000438
14.360000	0.095752	0.000375
14.440000	0.096011	0.000403
14.520000	0.095753	0.000375
14.600000	0.095409	0.000333
14.680000	0.096355	0.000438
14.760000	0.096441	0.000447
14.840000	0.096012	0.000403
14.920000	0.095754	0.000375
15.000000	0.096012	0.000403
15.080000	0.095411	0.000333
15.160000	0.095926	0.000394
15.240000	0.095583	0.000354
15.320000	0.095927	0.000394
15.400000	0.095755	0.000375
15.480000	0.095411	0.000333
15.560000	0.095497	0.000344
15.640000	0.096099	0.000412
15.720000	0.095583	0.000354
15.800000	0.095326	0.000322
15.880000	0.095670	0.000365
15.960000	0.095841	0.000384
16.040000	0.096013	0.000403
16.120000	0.095412	0.000333
16.200000	0.095928	0.000394
16.280000	0.095326	0.000322
16.360000	0.095756	0.000375
16.440000	0.095412	0.000333
16.520000	0.095756	0.000375
16.600000	0.096100	0.000412
16.680000	0.095842	0.000384
16.760000	0.096186	0.000421
16.840000	0.095584	0.000354
16.920000	0.096444	0.000447
17.000000	0.096014	0.000403
17.080000	0.095756	0.000375
17.160000	0.095327	0.000322
17.240000	0.096100	0.000412
17.320000	0.095928	0.000394
17.400000	0.095928	0.000394
17.480000	0.095670	0.000365
17.560000	0.096014	0.000403
17.640000	0.096530	0.000455
17.720000	0.095928	0.000394
17.800000	0.095671	0.000365
17.880000	0.095585	0.000354
17.960000	0.096014	0.000403
18.040000	0.096272	0.000430
18.120000	0.096444	0.000447
18.200000	0.096100	0.000412
18.280000	0.096530	0.000455
18.360000	0.095757	0.000375
18.440000	0.095671	0.000365
18.520000	0.096272	0.000430
18.600000	0.096616	0.000463
18.680000	0.095671	0.000365
18.760000	0.095843	0.000384
18.840000	0.095843	0.000384
18.920000	0.095843	0.000384
19.000000	0.095585	0.000354
19.080000	0.095413	0.000333
19.160000	0.095757	0.000375
19.240000	0.096616	0.000463
19.320000	0.095843	0.000384
19.400000	0.096788	0.000479
19.480000	0.095757	0.000375
19.560000	0.095843	0.000384
19.640000	0.096874	0.000486
19.720000	0.095843	0.000384
19.800000	0.096186	0.000421
19.880000	0.095413	0.000333
19.960000	0.095929	0.000394
proton background dca distribution fitted:
dca[cm]	dN/d(dca)[cm^-1]	error
0.050000	0.000008	0.002901
0.150000	0.000172	0.013103
0.250000	0.000660	0.025683
0.350000	0.001546	0.039317
0.450000	0.002848	0.053364
0.550000	0.004549	0.067444
0.650000	0.006613	0.081319
0.750000	0.008993	0.094831
0.850000	0.011637	0.107877
0.950000	0.014495	0.120393
1.050000	0.017514	0.132340
1.150000	0.020649	0.143697
1.250000	0.023857	0.154459
1.350000	0.027102	0.164627
1.450000	0.030350	0.174213
1.550000	0.033574	0.183233
1.650000	0.036751	0.191705
1.750000	0.039860	0.199651
1.850000	0.042888	0.207094
1.950000	0.045821	0.214059
2.050000	0.048651	0.220569
2.150000	0.051370	0.226650
2.250000	0.053975	0.232324
2.350000	0.056461	0.237616
2.450000	0.058830	0.242548
2.550000	0.061079	0.247142
2.650000	0.063212	0.251420
2.750000	0.065229	0.255400
2.850000	0.067134	0.259103
2.950000	0.068930	0.262546
3.050000	0.070621	0.265747
3.150000	0.072211	0.268721
3.250000	0.073703	0.271484
3.350000	0.075103	0.274050
3.450000	0.076415	0.276433
3.550000	0.077643	0.278645
3.650000	0.078792	0.280699
3.750000	0.079865	0.282604
3.850000	0.080868	0.284372
3.950000	0.081803	0.286013
4.050000	0.082676	0.287534
4.150000	0.083489	0.288945
4.250000	0.084247	0.290254
4.350000	0.084953	0.291467
4.450000	0.085610	0.292593
4.550000	0.086222	0.293636
4.650000	0.086791	0.294603
4.750000	0.087320	0.295499
4.850000	0.087811	0.296330
4.950000	0.088268	0.297100
5.050000	0.088693	0.297813
5.150000	0.089087	0.298475
5.250000	0.089453	0.299088
5.350000	0.089793	0.299655
5.450000	0.090109	0.300182
5.550000	0.090402	0.300669
5.650000	0.090674	0.301121
5.750000	0.090926	0.301539
5.850000	0.091160	0.301927
5.950000	0.091377	0.302286
6.050000	0.091578	0.302619
6.150000	0.091765	0.302927
6.250000	0.091938	0.303213
6.350000	0.092098	0.303477
6.450000	0.092247	0.303722
6.550000	0.092385	0.303949
6.650000	0.092513	0.304159
6.750000	0.092631	0.304354
6.850000	0.092741	0.304534
6.950000	0.092843	0.304701
7.050000	0.092937	0.304856
7.150000	0.093025	0.304999
7.250000	0.093106	0.305132
7.350000	0.093181	0.305255
7.450000	0.093250	0.305369
7.550000	0.093315	0.305474
7.650000	0.093374	0.305572
7.750000	0.093429	0.305662
7.850000	0.093481	0.305746
7.950000	0.093528	0.305824
8.050000	0.093572	0.305896
8.150000	0.093613	0.305962
8.250000	0.093651	0.306024
8.350000	0.093685	0.306081
8.450000	0.093718	0.306134
8.550000	0.093748	0.306183
8.650000	0.093776	0.306228
8.750000	0.093801	0.306270
8.850000	0.093825	0.306309
8.950000	0.093847	0.306345
9.050000	0.093868	0.306378
9.150000	0.093887	0.306409
9.250000	0.093904	0.306438
9.350000	0.093920	0.306464
9.450000	0.093935	0.306489
9.550000	0.093949	0.306511
9.650000	0.093962	0.306533
9.750000	0.093974	0.306552
9.850000	0.093985	0.306570
9.950000	0.093995	0.306587
