Figure 7-2
--------------------------------------------------------------------
14.5 GeV, Au+Au, 0-5% centrality, like-sign protons, experimental data
-1.16<=dy<-1.08 	   R2=0.00347084  eR2(stat)=0.00106889  eR2(syst)=0.000685037
0.84<=dy<0.92 	   R2=0.00311763  eR2(stat)=0.00411579  eR2(syst)=0.00395384
0.92<=dy<1 	   R2=-0.000125077  eR2(stat)=0.00504303  eR2(syst)=0.00174337
1<=dy<1.08 	   R2=0.00760628  eR2(stat)=0.00684308  eR2(syst)=0.00386288
1.08<=dy<1.16 	   R2=-0.0139657  eR2(stat)=0.0114297  eR2(syst)=0.00217433
--------------------------------------------------------------------
14.5 GeV, Au+Au, 60-70% centrality, unlike-sign protons, experimental data
-1.16<=dy<-1.08 	   R2=0.011999  eR2(stat)=0.0632645  eR2(syst)=0.0126579
-1.08<=dy<-1 	   R2=-0.0478022  eR2(stat)=0.0345971  eR2(syst)=0.022043
-1<=dy<-0.92 	   R2=0.0159022  eR2(stat)=0.0256963  eR2(syst)=0.0173386
-0.92<=dy<-0.84 	   R2=0.019065  eR2(stat)=0.0206427  eR2(syst)=0.0107895
-0.84<=dy<-0.76 	   R2=0.00611721  eR2(stat)=0.017446  eR2(syst)=0.00739235
-0.76<=dy<-0.68 	   R2=0.00882319  eR2(stat)=0.0153607  eR2(syst)=0.00745452
-0.68<=dy<-0.6 	   R2=-0.00718118  eR2(stat)=0.0137803  eR2(syst)=0.00680479
-0.6<=dy<-0.52 	   R2=-0.00770795  eR2(stat)=0.0126613  eR2(syst)=0.00598902
-0.52<=dy<-0.44 	   R2=0.00323456  eR2(stat)=0.0118514  eR2(syst)=0.00936868
-0.44<=dy<-0.36 	   R2=0.0049198  eR2(stat)=0.0111411  eR2(syst)=0.00578305
-0.36<=dy<-0.28 	   R2=0.00930942  eR2(stat)=0.010573  eR2(syst)=0.00777938
-0.28<=dy<-0.2 	   R2=-0.00536384  eR2(stat)=0.0100006  eR2(syst)=0.00343249
-0.2<=dy<-0.12 	   R2=-0.0135237  eR2(stat)=0.0095532  eR2(syst)=0.00915739
-0.12<=dy<-0.04 	   R2=-0.0133557  eR2(stat)=0.00925428  eR2(syst)=0.00433954
-0.04<=dy<0.04 	   R2=0.00279248  eR2(stat)=0.00918368  eR2(syst)=0.00284829
0.04<=dy<0.12 	   R2=-0.0166724  eR2(stat)=0.00922842  eR2(syst)=0.0052654
0.12<=dy<0.2 	   R2=-0.00587165  eR2(stat)=0.00957909  eR2(syst)=0.00514004
0.2<=dy<0.28 	   R2=0.000127979  eR2(stat)=0.0100155  eR2(syst)=0.00718409
0.28<=dy<0.36 	   R2=-9.84721e-06  eR2(stat)=0.0105081  eR2(syst)=0.0061333
0.36<=dy<0.44 	   R2=0.0244031  eR2(stat)=0.0112494  eR2(syst)=0.00502381
0.44<=dy<0.52 	   R2=0.0158595  eR2(stat)=0.0119437  eR2(syst)=0.00576705
0.52<=dy<0.6 	   R2=0.0107044  eR2(stat)=0.0128026  eR2(syst)=0.0060974
0.6<=dy<0.68 	   R2=0.039608  eR2(stat)=0.014125  eR2(syst)=0.00343833
0.68<=dy<0.76 	   R2=-0.0150236  eR2(stat)=0.0152181  eR2(syst)=0.00712855
0.76<=dy<0.84 	   R2=-0.00375924  eR2(stat)=0.0173616  eR2(syst)=0.00815655
0.84<=dy<0.92 	   R2=0.010704  eR2(stat)=0.0204851  eR2(syst)=0.0134158
0.92<=dy<1 	   R2=-0.0196961  eR2(stat)=0.0250654  eR2(syst)=0.0166953
1<=dy<1.08 	   R2=0.0368573  eR2(stat)=0.0356829  eR2(syst)=0.0313737
1.08<=dy<1.16 	   R2=0.0114592  eR2(stat)=0.0626364  eR2(syst)=0.0313713
--------------------------------------------------------------------
62.4 GeV, Au+Au, 0-5% centrality, like-sign protons, experimental data
-1.16<=dy<-1.08 	   R2=0.00376034  eR2(stat)=0.00119228  eR2(syst)=0.000303764
-1.08<=dy<-1 	   R2=0.00400883  eR2(stat)=0.000727517  eR2(syst)=0.000266348
-1<=dy<-0.92 	   R2=0.00288063  eR2(stat)=0.000541942  eR2(syst)=0.000261775
-0.92<=dy<-0.84 	   R2=0.00321606  eR2(stat)=0.000443917  eR2(syst)=0.000209182
-0.84<=dy<-0.76 	   R2=0.00231843  eR2(stat)=0.000382882  eR2(syst)=0.000238935
-0.76<=dy<-0.68 	   R2=0.00128537  eR2(stat)=0.000341155  eR2(syst)=0.00017151
-0.68<=dy<-0.6 	   R2=0.00185033  eR2(stat)=0.000311989  eR2(syst)=0.000138833
-0.6<=dy<-0.52 	   R2=0.00117268  eR2(stat)=0.000290582  eR2(syst)=0.000166864
-0.52<=dy<-0.44 	   R2=6.91198e-05  eR2(stat)=0.000272555  eR2(syst)=0.000146347
-0.44<=dy<-0.36 	   R2=0.000416568  eR2(stat)=0.000256603  eR2(syst)=0.000170132
-0.36<=dy<-0.28 	   R2=-0.00033948  eR2(stat)=0.000242708  eR2(syst)=0.000107363
-0.28<=dy<-0.2 	   R2=-0.000550329  eR2(stat)=0.000230962  eR2(syst)=5.79523e-05
-0.2<=dy<-0.12 	   R2=-0.000889856  eR2(stat)=0.000219843  eR2(syst)=0.000213035
-0.12<=dy<-0.04 	   R2=-0.00056283  eR2(stat)=0.000212752  eR2(syst)=0.000345801
-0.04<=dy<0.04 	   R2=-0.000310574  eR2(stat)=0.000209356  eR2(syst)=0.000195416
0.04<=dy<0.12 	   R2=-0.00056283  eR2(stat)=0.000212752  eR2(syst)=0.000345801
0.12<=dy<0.2 	   R2=-0.000889856  eR2(stat)=0.000219843  eR2(syst)=8.22678e-05
0.2<=dy<0.28 	   R2=-0.000550329  eR2(stat)=0.000230962  eR2(syst)=5.79523e-05
0.28<=dy<0.36 	   R2=-0.00033948  eR2(stat)=0.000242708  eR2(syst)=0.000107363
0.36<=dy<0.44 	   R2=0.000416568  eR2(stat)=0.000256603  eR2(syst)=0.000170132
0.44<=dy<0.52 	   R2=6.91198e-05  eR2(stat)=0.000272555  eR2(syst)=0.000146347
0.52<=dy<0.6 	   R2=0.00117268  eR2(stat)=0.000290582  eR2(syst)=0.000166864
0.6<=dy<0.68 	   R2=0.00185033  eR2(stat)=0.000311989  eR2(syst)=0.000138833
0.68<=dy<0.76 	   R2=0.00128537  eR2(stat)=0.000341155  eR2(syst)=0.00017151
0.76<=dy<0.84 	   R2=0.00231843  eR2(stat)=0.000382882  eR2(syst)=0.000238935
0.84<=dy<0.92 	   R2=0.00321606  eR2(stat)=0.000443917  eR2(syst)=0.000209182
0.92<=dy<1 	   R2=0.00288063  eR2(stat)=0.000541942  eR2(syst)=0.000261775
1<=dy<1.08 	   R2=0.00400883  eR2(stat)=0.000727517  eR2(syst)=0.000266348
1.08<=dy<1.16 	   R2=0.00376034  eR2(stat)=0.00119228  eR2(syst)=0.000303764
--------------------------------------------------------------------
62.4 GeV, Au+Au, 30-40% centrality, like-sign protons, experimental data
-1.16<=dy<-1.08 	   R2=0.0126212  eR2(stat)=0.00262999  eR2(syst)=0.0016114
-1.08<=dy<-1 	   R2=0.00905641  eR2(stat)=0.00156819  eR2(syst)=0.000477092
-1<=dy<-0.92 	   R2=0.00708326  eR2(stat)=0.00116344  eR2(syst)=0.000680705
-0.92<=dy<-0.84 	   R2=0.00945457  eR2(stat)=0.000953944  eR2(syst)=0.000280568
-0.84<=dy<-0.76 	   R2=0.00680074  eR2(stat)=0.000822542  eR2(syst)=0.000430413
-0.76<=dy<-0.68 	   R2=0.00425716  eR2(stat)=0.00073261  eR2(syst)=0.000195599
-0.68<=dy<-0.6 	   R2=0.00405571  eR2(stat)=0.000669203  eR2(syst)=0.000350264
-0.6<=dy<-0.52 	   R2=0.00351692  eR2(stat)=0.000622789  eR2(syst)=0.000233836
-0.52<=dy<-0.44 	   R2=0.00123389  eR2(stat)=0.000583366  eR2(syst)=0.000155903
-0.44<=dy<-0.36 	   R2=0.000978768  eR2(stat)=0.000549112  eR2(syst)=0.000364452
-0.36<=dy<-0.28 	   R2=-0.00114006  eR2(stat)=0.000519211  eR2(syst)=6.5179e-05
-0.28<=dy<-0.2 	   R2=-0.00285391  eR2(stat)=0.000493867  eR2(syst)=0.000267738
-0.2<=dy<-0.12 	   R2=-0.00382717  eR2(stat)=0.000469862  eR2(syst)=0.000480241
-0.12<=dy<-0.04 	   R2=-0.00281799  eR2(stat)=0.000454643  eR2(syst)=0.000232632
-0.04<=dy<0.04 	   R2=-0.00227549  eR2(stat)=0.000447886  eR2(syst)=0.000841109
0.04<=dy<0.12 	   R2=-0.00281799  eR2(stat)=0.000454643  eR2(syst)=0.000232632
0.12<=dy<0.2 	   R2=-0.00382717  eR2(stat)=0.000469862  eR2(syst)=0.000218924
0.2<=dy<0.28 	   R2=-0.00285391  eR2(stat)=0.000493867  eR2(syst)=0.000267738
0.28<=dy<0.36 	   R2=-0.00114006  eR2(stat)=0.000519211  eR2(syst)=6.5179e-05
0.36<=dy<0.44 	   R2=0.000978768  eR2(stat)=0.000549112  eR2(syst)=0.000364452
0.44<=dy<0.52 	   R2=0.00123389  eR2(stat)=0.000583366  eR2(syst)=0.000155903
0.52<=dy<0.6 	   R2=0.00351692  eR2(stat)=0.000622789  eR2(syst)=0.000233836
0.6<=dy<0.68 	   R2=0.00405571  eR2(stat)=0.000669203  eR2(syst)=0.000350264
0.68<=dy<0.76 	   R2=0.00425716  eR2(stat)=0.00073261  eR2(syst)=0.000195599
0.76<=dy<0.84 	   R2=0.00680074  eR2(stat)=0.000822542  eR2(syst)=0.000430413
0.84<=dy<0.92 	   R2=0.00945457  eR2(stat)=0.000953944  eR2(syst)=0.000280568
0.92<=dy<1 	   R2=0.00708326  eR2(stat)=0.00116344  eR2(syst)=0.000680705
1<=dy<1.08 	   R2=0.00905641  eR2(stat)=0.00156819  eR2(syst)=0.000477092
1.08<=dy<1.16 	   R2=0.0126212  eR2(stat)=0.00262999  eR2(syst)=0.0016114
--------------------------------------------------------------------
62.4 GeV, Au+Au, 60-70% centrality, like-sign protons, experimental data
-1.16<=dy<-1.08 	   R2=0.0244482  eR2(stat)=0.0164093  eR2(syst)=0.00986487
-1.08<=dy<-1 	   R2=0.0391517  eR2(stat)=0.00948623  eR2(syst)=0.00390673
-1<=dy<-0.92 	   R2=0.0360331  eR2(stat)=0.00689264  eR2(syst)=0.00312383
-0.92<=dy<-0.84 	   R2=0.0210409  eR2(stat)=0.00554822  eR2(syst)=0.00263862
-0.84<=dy<-0.76 	   R2=0.0216309  eR2(stat)=0.00476499  eR2(syst)=0.00230487
-0.76<=dy<-0.68 	   R2=0.0140503  eR2(stat)=0.00421752  eR2(syst)=0.000972847
-0.68<=dy<-0.6 	   R2=0.0105579  eR2(stat)=0.00383321  eR2(syst)=0.00213149
-0.6<=dy<-0.52 	   R2=0.00857699  eR2(stat)=0.00355467  eR2(syst)=0.00178574
-0.52<=dy<-0.44 	   R2=0.00624707  eR2(stat)=0.00332356  eR2(syst)=0.00191162
-0.44<=dy<-0.36 	   R2=0.00134388  eR2(stat)=0.0031183  eR2(syst)=0.000533642
-0.36<=dy<-0.28 	   R2=-0.0036071  eR2(stat)=0.00294284  eR2(syst)=0.00164127
-0.28<=dy<-0.2 	   R2=-0.0115452  eR2(stat)=0.00278932  eR2(syst)=0.00140661
-0.2<=dy<-0.12 	   R2=-0.0108155  eR2(stat)=0.00265497  eR2(syst)=0.00152969
-0.12<=dy<-0.04 	   R2=-0.011482  eR2(stat)=0.00256623  eR2(syst)=0.00194896
-0.04<=dy<0.04 	   R2=-0.010299  eR2(stat)=0.00253303  eR2(syst)=0.0012296
0.04<=dy<0.12 	   R2=-0.011482  eR2(stat)=0.00256623  eR2(syst)=0.00194896
0.12<=dy<0.2 	   R2=-0.0108155  eR2(stat)=0.00265497  eR2(syst)=0.000646398
0.2<=dy<0.28 	   R2=-0.0115452  eR2(stat)=0.00278932  eR2(syst)=0.00140661
0.28<=dy<0.36 	   R2=-0.0036071  eR2(stat)=0.00294284  eR2(syst)=0.00164127
0.36<=dy<0.44 	   R2=0.00134388  eR2(stat)=0.0031183  eR2(syst)=0.000533642
0.44<=dy<0.52 	   R2=0.00624707  eR2(stat)=0.00332356  eR2(syst)=0.00191162
0.52<=dy<0.6 	   R2=0.00857699  eR2(stat)=0.00355467  eR2(syst)=0.00178574
0.6<=dy<0.68 	   R2=0.0105579  eR2(stat)=0.00383321  eR2(syst)=0.00213149
0.68<=dy<0.76 	   R2=0.0140503  eR2(stat)=0.00421752  eR2(syst)=0.000972847
0.76<=dy<0.84 	   R2=0.0216309  eR2(stat)=0.00476499  eR2(syst)=0.00230487
